ESC000;Villa Marina;This hotel, an old haunted mansion, offers breathtaking views of the sea. Within its walls, legends of yore whisper, and it is rumored that shadows dance in the windows at dusk. Nevertheless, the majesty of the ocean from its rooms captivates brave visitors;Italy;85;Ap-De-Ru
ESC001;Basque Mansion;This Basque mansion, a witness to time, stands as a reliquary of ancestral stories. From its windows, the green landscape of fields ripples with the breeze. Rural legends come to life within its stone walls, while the countryside views captivate those who dare to uncover the secrets of this centennial home;Spain;110;Ap-De-Ol-Ru
ESC002;Autumnal House;In a mysterious forest, this autumnal house blends with the color palette of the season. Its windows reflect the dance of golden leaves, while its corners hold whispers of nature. A charming getaway for autumn lovers;Austria;95;De-Ru
ESC003;Beach Retreat;Located on a sunny beach, this beach retreat invites relaxation with its views of the infinite sea. The sea breeze caresses the windows, creating a relaxing symphony. An idyllic destination for those seeking serenity by the ocean;Greece;165;Ap-De-Ol-Ru
ESC004;Abandoned Building;In the heart of the city, an abandoned building becomes a silent witness to the past. Its empty halls and broken windows tell forgotten stories. A unique experience for those seeking beauty in urban decay;France;55;Ap-Ru
ESC005;Palace in the Villa;Among exquisite gardens, this palace in a villa is an architectural gem. Its sumptuous halls tell tales of nobility and elegance. An opportunity to immerse oneself in the luxury of palace life;Italy;225;Ap-De-Ol-Ru
ESC006;Elegant Residence;Another elegant residence awaits in an enchanted villa. Its exquisitely decorated rooms transport visitors to an era of opulence and sophistication. A charming retreat for lovers of classical beauty;Portugal;275;De-Ol
ESC007;Swamp Refuge;In a mysterious and eerie swamp, this refuge offers a unique experience. Fog covers the landscape, creating an intriguing atmosphere. For those brave souls seeking the thrill of the unknown;Romania;130;Ap-De-Ol-Ru
ESC008;Enchanted Luxury House;This enchanted luxury house combines modernity with the charm of the past. First-class amenities and charming details make it an exclusive choice for travelers seeking the best of both worlds;Switzerland;750;Ap-De-Ob-Ol-Ru
ESC009;Modern Mansion;In a luxurious setting, this modern mansion offers a contemporary luxury experience. Its elegant interiors and high-end services ensure an unforgettable stay for those seeking the ultimate in comfort and style;Germany;1350;Ap-De-Ob-Ol-Ru
